,mmu00010,mmu00030,mmu00051,mmu00240,mmu00250,mmu00410,mmu00430,mmu00511,mmu00513,mmu00520,mmu00531,mmu00600,mmu00603,mmu00604,mmu00650,mmu01100,mmu01200,mmu01230,mmu01232,mmu01240,mmu01521,mmu04010,mmu04014,mmu04015,mmu04020,mmu04022,mmu04024,mmu04060,mmu04066,mmu04070,mmu04072,mmu04080,mmu04114,mmu04142,mmu04144,mmu04145,mmu04148,mmu04151,mmu04210,mmu04218,mmu04270,mmu04310,mmu04350,mmu04371,mmu04380,mmu04390,mmu04510,mmu04512,mmu04540,mmu04550,mmu04610,mmu04611,mmu04621,mmu04625,mmu04630,mmu04710,mmu04714,mmu04720,mmu04721,mmu04723,mmu04724,mmu04725,mmu04726,mmu04727,mmu04728,mmu04730,mmu04750,mmu04810,mmu04814,mmu04912,mmu04915,mmu04918,mmu04919,mmu04921,mmu04922,mmu04924,mmu04925,mmu04926,mmu04927,mmu04928,mmu04929,mmu04934,mmu04935,mmu04940,mmu04970,mmu04971,mmu04972,mmu05010,mmu05012,mmu05017,mmu05020,mmu05022,mmu05032,mmu05033,mmu05034,mmu05152,mmu05163,mmu05165,mmu05167,mmu05170,mmu05200,mmu05202,mmu05205,mmu05206,mmu05214,mmu05215,mmu05217,mmu05218,mmu05230,mmu05231,mmu05323,mmu05418
cell_4953,-0.875,-0.875,-0.875,0.75,-0.375,-0.375,-0.375,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.375,-0.27380952,-0.875,-0.875,0.75,0.75,0.1875,0.41935483,0.41935483,0.0883721,0.24848485,-0.1875,-0.32111436,0.5,-0.25403225,-0.1875,0.1875,-0.5718391,-0.1875,-0.6875,0.1875,-0.9375,-0.25,0.16756757,-0.1875,-0.1875,0.6502016,-1.0,0.5,0.10606061,-0.1875,0.5,0.16756757,-0.3125,3.330669e-16,0.5,-0.3125,-0.1875,-0.1875,-0.1875,0.12903225,1.0,-0.5,-0.1875,0.375,-0.06666667,-0.1875,-0.1875,-0.1875,1.110223e-16,-0.1875,-0.032258064,-0.1875,0.1875,0.8125,-0.1875,-0.1875,-0.32258064,0.5,-0.1875,-0.1875,-0.1875,-0.1875,0.8125,-0.1875,0.06451613,-0.1875,-0.032258064,-0.1875,-0.375,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,0.375,0.375,0.125,-0.9375,3.330669e-16,-0.3125,-0.1875,-0.1875,0.3548387,0.625,-0.2580645,0.1875,0.1875,0.1875,0.5,0.1875,0.1875,0.1875,0.625,0.5
cell_681,-0.875,-0.875,-0.875,0.5,-0.4375,-0.4375,-0.4375,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.4375,-0.47715518,-0.875,-0.875,0.5,0.5,0.125,0.29032257,0.29032257,-0.06666667,0.4888889,0.75,-0.47653958,0.875,-0.51152074,0.75,0.125,-0.16685206,0.75,-0.75,0.125,0.625,-0.3125,0.033333335,0.75,0.75,0.11921459,-0.9375,0.875,0.42463768,0.75,0.875,0.033333335,-0.375,0.5752688,0.875,-0.375,0.75,0.75,0.75,0.06451613,1.0,-0.5625,0.75,0.25,0.22352941,0.75,0.75,0.75,-0.09677419,0.75,0.6347926,0.75,0.125,-0.6875,0.75,0.75,0.3669355,0.875,0.75,0.75,0.75,0.75,-0.6875,0.75,0.8064516,0.75,0.6347926,0.75,-0.4375,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.0625,0.625,0.5752688,-0.375,0.75,0.75,0.7239089,0.4375,0.43637994,0.125,0.125,0.125,0.875,0.125,0.125,0.125,0.4375,0.875
cell_4778,-0.875,-0.875,-0.875,0.5,-0.4375,-0.4375,-0.4375,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.4375,-0.47715518,-0.875,-0.875,0.5,0.5,0.9375,0.7096774,0.7096774,0.42698413,0.6019608,-0.1875,0.9032258,0.3125,-0.51152074,-0.1875,0.9375,0.26344827,-0.1875,-0.75,0.9375,0.625,-0.3125,0.50701755,-0.1875,-0.1875,-0.48511165,-0.9375,0.3125,-0.66862744,-0.1875,0.3125,0.50701755,-0.375,0.796595,0.3125,-0.375,-0.1875,-0.1875,-0.1875,0.9042339,0.875,-0.5625,-0.1875,0.1875,-0.2,-0.1875,-0.1875,-0.1875,-0.12903225,-0.1875,0.8684211,-0.1875,0.9375,-0.6875,-0.1875,-0.1875,-0.3548387,0.3125,-0.1875,-0.1875,-0.1875,-0.1875,-0.6875,-0.1875,-0.032258064,-0.1875,0.8684211,-0.1875,-0.4375,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,0.1875,0.1875,1.0,0.625,0.796595,-0.375,-0.1875,-0.1875,0.6735791,0.4375,-0.29032257,0.9375,0.9375,0.9375,0.3125,0.9375,0.9375,0.9375,0.4375,0.3125
cell_495,-0.8125,-0.8125,-0.8125,0.5625,0.75,0.75,0.75,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,0.75,0.38755623,-0.8125,-0.8125,0.5625,0.5625,0.125,0.32258064,0.32258064,1.6653345e-16,0.13333334,-0.25,-0.3983871,0.9375,-0.35176653,-0.25,0.125,-0.08866995,-0.25,0.6875,0.125,-0.875,-0.3125,0.06666667,-0.25,-0.25,-0.48387095,-0.9375,0.9375,-0.033333335,-0.25,0.9375,0.06666667,-0.375,-0.06451613,0.9375,-0.375,-0.25,-0.25,-0.25,0.06451613,1.0,-0.5,-0.25,0.3125,-0.1,-0.25,-0.25,-0.25,0.5483871,-0.25,-0.09677419,-0.25,0.125,-0.6875,-0.25,-0.25,-0.3548387,0.9375,-0.25,-0.25,-0.25,-0.25,-0.6875,-0.25,2.220446e-16,-0.25,-0.09677419,-0.25,0.75,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.3125,0.3125,0.0625,-0.875,-0.06451613,-0.375,-0.25,-0.25,0.796595,0.5,-0.32258064,0.125,0.125,0.125,0.9375,0.125,0.125,0.125,0.5,0.9375
cell_4927,0.875,0.875,0.875,0.8125,-0.5,-0.5,-0.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.5,0.36390316,0.875,0.875,0.8125,0.8125,0.125,0.3548387,0.3548387,1.3877788e-16,0.16666667,-0.25,-0.47653958,0.4375,0.7419355,-0.25,0.125,-0.6772629,-0.25,-0.75,0.125,-0.9375,-0.375,0.06666667,-0.25,-0.25,-0.48387095,-1.0,0.4375,-0.6345912,-0.25,0.4375,0.06666667,-0.4375,-0.06451613,0.4375,-0.4375,-0.25,-0.25,-0.25,0.06451613,1.0,-0.5625,-0.25,0.3125,-0.13333334,-0.25,-0.25,-0.25,-0.09677419,-0.25,-0.09677419,-0.25,0.125,-0.6875,-0.25,-0.25,0.5231855,0.4375,-0.25,-0.25,-0.25,-0.25,-0.6875,-0.25,2.220446e-16,-0.25,-0.09677419,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.3125,0.3125,0.0625,-0.9375,-0.06451613,-0.4375,-0.25,-0.25,0.29032257,0.5625,-0.3548387,0.125,0.125,0.125,0.4375,0.125,0.125,0.125,0.5625,0.4375
cell_552,-0.8125,-0.8125,-0.8125,-0.9375,0.75,0.75,0.75,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,0.75,-0.5344828,-0.8125,-0.8125,-0.9375,-0.9375,0.1875,0.38709676,0.38709676,0.06666667,0.2632184,-0.125,0.44700462,0.4375,-0.26539588,-0.125,0.1875,0.5705329,-0.125,-0.6875,0.1875,-0.875,-0.25,0.13333334,-0.125,-0.125,-0.47653958,0.625,0.4375,0.45454547,-0.125,0.4375,0.13333334,-0.3125,0.032258064,0.4375,-0.3125,-0.125,-0.125,-0.125,0.16129032,0.25,-0.4375,-0.125,0.9375,0.5929078,-0.125,-0.125,-0.125,0.87096775,-0.125,0.7064516,-0.125,0.1875,-0.625,-0.125,-0.125,-0.2580645,0.4375,-0.125,-0.125,-0.125,-0.125,-0.625,-0.125,0.77721775,-0.125,0.7064516,-0.125,0.75,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,0.9375,0.9375,0.8125,-0.875,0.032258064,-0.3125,-0.125,-0.125,0.32258064,0.5625,-0.22580644,0.1875,0.1875,0.1875,0.4375,0.1875,0.1875,0.1875,0.5625,0.4375
cell_453,-0.875,-0.875,-0.875,0.625,-0.375,-0.375,-0.375,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,-0.375,0.14073777,-0.875,-0.875,0.625,0.625,0.125,0.3548387,0.3548387,0.033333335,0.16666667,-0.25,-0.3983871,0.4375,-0.33520338,-0.25,0.125,-0.6034483,-0.25,0.8125,0.125,0.75,0.9375,0.13333334,-0.25,-0.25,-0.48387095,-0.9375,0.4375,-0.59607846,-0.25,0.4375,0.13333334,-0.3125,-0.06451613,0.4375,-0.3125,-0.25,-0.25,-0.25,0.06451613,1.0,-0.5,-0.25,0.3125,-0.1,-0.25,-0.25,-0.25,-0.032258064,-0.25,-0.09677419,-0.25,0.125,-0.6875,-0.25,-0.25,-0.3548387,0.4375,-0.25,-0.25,-0.25,-0.25,-0.6875,-0.25,2.220446e-16,-0.25,-0.09677419,-0.25,-0.375,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.3125,0.3125,0.0625,0.75,-0.06451613,-0.3125,-0.25,-0.25,0.29032257,0.5625,-0.29032257,0.125,0.125,0.125,0.4375,0.125,0.125,0.125,0.5625,0.4375
cell_4779,-0.9375,-0.9375,-0.9375,0.625,0.875,0.875,0.875,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,0.875,-0.08857336,-0.9375,-0.9375,0.625,0.625,0.125,0.3548387,0.3548387,1.3877788e-16,0.16666667,-0.25,-0.47653958,0.4375,-0.40188172,-0.25,0.125,-0.6772629,-0.25,-0.75,0.125,0.8125,-0.375,0.06666667,-0.25,-0.25,-0.48387095,-1.0,0.4375,-0.6345912,-0.25,0.4375,0.06666667,-0.4375,-0.06451613,0.4375,-0.4375,-0.25,-0.25,-0.25,0.06451613,1.0,-0.5625,-0.25,0.3125,-0.13333334,-0.25,-0.25,-0.25,0.61290324,-0.25,-0.09677419,-0.25,0.125,-0.6875,-0.25,-0.25,-0.38709676,0.4375,-0.25,-0.25,-0.25,-0.25,-0.6875,-0.25,2.220446e-16,-0.25,-0.09677419,-0.25,0.875,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.3125,0.3125,0.0625,0.8125,-0.06451613,-0.4375,-0.25,-0.25,0.29032257,0.5625,-0.3548387,0.125,0.125,0.125,0.4375,0.125,0.125,0.125,0.5625,0.4375
cell_5003,0.625,0.625,0.625,0.5,-0.5,-0.5,-0.5,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.5,0.027027028,0.625,0.625,0.5,0.5,-0.0625,0.35685483,0.35685483,-0.06666667,0.64444447,0.875,0.84724855,0.3125,0.5483871,0.875,-0.0625,0.050792173,0.875,-0.6875,-0.0625,-0.875,-0.4375,0.7129252,0.875,0.875,0.3373656,-0.9375,0.3125,-0.08309859,0.875,0.3125,0.7129252,1.0,0.8376344,0.3125,1.0,0.875,0.875,0.875,-0.12903225,0.0,-0.5625,0.875,0.1875,0.39308175,0.875,0.875,0.875,-0.16568916,0.875,0.77721775,0.875,-0.0625,-0.625,0.875,0.875,0.83870965,0.3125,0.875,0.875,0.875,0.875,-0.625,0.875,0.7239089,0.875,0.77721775,0.875,-0.5,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.1875,0.1875,-0.125,-0.875,0.8376344,1.0,0.875,0.875,0.20698924,0.4375,0.9677419,-0.0625,-0.0625,-0.0625,0.3125,-0.0625,-0.0625,-0.0625,0.4375,0.3125
cell_1784,-0.75,-0.75,-0.75,-0.9375,-0.3125,-0.3125,-0.3125,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.3125,-0.6896552,-0.75,-0.75,-0.9375,-0.9375,0.0625,0.33387098,0.33387098,0.06666667,0.49349594,0.625,0.67741936,0.375,-0.27903226,0.625,0.0625,0.6276683,0.625,-0.5625,0.0625,-0.8125,-0.1875,0.13333334,0.625,0.625,0.19623657,-0.875,0.375,0.53589743,0.625,0.375,0.13333334,-0.25,0.48790324,0.375,-0.25,0.625,0.625,0.625,0.032258064,0.8125,-0.375,0.625,0.25,0.16504066,0.625,0.625,0.625,-0.032258064,0.625,0.7096774,0.625,0.0625,-0.5,0.625,0.625,0.83870965,0.375,0.625,0.625,0.625,0.625,-0.5,0.625,0.41935483,0.625,0.7096774,0.625,-0.3125,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.25,0.25,0.75,-0.8125,0.48790324,-0.25,0.625,0.625,0.22580644,0.5,0.36290324,0.0625,0.0625,0.0625,0.375,0.0625,0.0625,0.0625,0.5,0.375
cell_5921,-0.8125,-0.8125,-0.8125,-1.0,0.8125,0.8125,0.8125,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,0.8125,-0.4361055,-0.8125,-0.8125,-1.0,-1.0,0.25,0.4516129,0.4516129,0.13100775,0.34242424,-0.125,0.5231855,0.5,-0.18373072,-0.125,0.25,0.0015673981,-0.125,-0.625,0.25,-0.875,-0.25,0.2025641,-0.125,-0.125,-0.3983871,-0.9375,0.5,-0.5601626,-0.125,0.5,0.2025641,-0.3125,0.06451613,0.5,-0.3125,-0.125,-0.125,-0.125,0.19354838,1.0,-0.4375,-0.125,0.375,-0.033333335,-0.125,-0.125,-0.125,0.61290324,-0.125,0.032258064,-0.125,0.25,-0.5625,-0.125,-0.125,-0.2580645,0.5,-0.125,-0.125,-0.125,-0.125,-0.5625,-0.125,0.09677419,-0.125,0.032258064,-0.125,0.8125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,0.375,0.375,0.1875,-0.875,0.06451613,-0.3125,-0.125,-0.125,0.38709676,0.625,-0.22580644,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.625,0.5
cell_7046,-0.875,-0.875,-0.875,0.5,-0.4375,-0.4375,-0.4375,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.4375,-0.47715518,-0.875,-0.875,0.5,0.5,0.0,0.28341013,0.28341013,-0.1,0.47142857,0.625,0.20087977,0.25,-0.54596776,0.625,0.0,-0.3841219,0.625,-0.75,0.0,-0.9375,-0.3125,5.551115e-17,0.625,0.625,0.8064516,-1.0,0.25,0.2839827,0.625,0.25,5.551115e-17,-0.375,0.5674487,0.25,-0.375,0.625,0.625,0.625,0.6357527,1.0,-0.5625,0.625,0.125,0.0883721,0.625,0.625,0.625,-0.16129032,0.625,0.7096774,0.625,0.0,0.9375,0.625,0.625,0.19623657,0.25,0.625,0.625,0.625,0.625,0.9375,0.625,0.7419355,0.625,0.7096774,0.625,-0.4375,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.125,0.125,0.75,-0.9375,0.5674487,-0.375,0.625,0.625,0.12903225,0.375,0.26915324,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.375,0.25
cell_3798,0.8125,0.8125,0.8125,0.75,-0.5625,-0.5625,-0.5625,0.875,0.875,0.875,0.875,0.875,0.875,0.875,-0.5625,0.6885996,0.8125,0.8125,0.75,0.75,0.0625,0.33387098,0.33387098,0.7100629,0.1,-0.3125,-0.6319648,0.375,0.67741936,-0.3125,0.0625,-0.024568966,-0.3125,0.875,0.0625,-0.9375,-0.4375,5.551115e-17,-0.3125,-0.3125,-0.5483871,-1.0,0.375,-0.6421053,-0.3125,0.375,5.551115e-17,-0.5,-0.12903225,0.375,-0.5,-0.3125,-0.3125,-0.3125,4.440892e-16,0.6875,1.0,-0.3125,0.25,0.64705884,-0.3125,-0.3125,-0.3125,-0.20223325,-0.3125,-0.19032258,-0.3125,0.0625,-0.75,-0.3125,-0.3125,-0.48387095,0.375,-0.3125,-0.3125,-0.3125,-0.3125,-0.75,-0.3125,-0.06451613,-0.3125,-0.19032258,-0.3125,-0.5625,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,0.25,0.25,0.0,-0.9375,-0.12903225,-0.5,-0.3125,-0.3125,0.22580644,0.5,-0.41935483,0.0625,0.0625,0.0625,0.375,0.0625,0.0625,0.0625,0.5,0.375
cell_6029,0.625,0.625,0.625,0.5,-0.5,-0.5,-0.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.5,-5.551115e-17,0.625,0.625,0.5,0.5,0.0,0.35685483,0.35685483,-0.14285715,0.06666667,-0.3125,-0.6319648,0.3125,0.5483871,-0.3125,0.0,-0.7434692,-0.3125,-0.75,0.0,-0.9375,-0.4375,0.57560974,-0.3125,-0.3125,0.39616936,-1.0,0.3125,-0.10175438,-0.3125,0.3125,0.57560974,0.75,-0.19032258,0.3125,0.75,-0.3125,-0.3125,-0.3125,-0.06451613,1.0,-0.625,-0.3125,0.1875,-0.26666668,-0.3125,-0.3125,-0.3125,-0.16568916,-0.3125,-0.19354838,-0.3125,0.0,0.6875,-0.3125,-0.3125,-0.4516129,0.3125,-0.3125,-0.3125,-0.3125,-0.3125,0.6875,-0.3125,-0.09677419,-0.3125,-0.19354838,-0.3125,-0.5,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,0.1875,0.1875,-0.0625,-0.9375,-0.19032258,0.75,-0.3125,-0.3125,0.20698924,0.4375,0.4772296,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.4375,0.3125
cell_598,-0.8125,-0.8125,-0.8125,0.625,-0.4375,-0.4375,-0.4375,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.4375,-0.39267242,-0.8125,-0.8125,0.625,0.625,0.125,0.3548387,0.3548387,1.3877788e-16,0.63899374,0.875,-0.47653958,0.4375,-0.26539588,0.875,0.125,-0.6412681,0.875,-0.6875,0.125,-0.875,-0.3125,0.1,0.875,0.875,0.87096775,-0.9375,0.4375,0.48438817,0.875,0.4375,0.1,-0.375,0.7239089,0.4375,-0.375,0.875,0.875,0.875,0.06451613,1.0,-0.5625,0.875,0.3125,0.3754386,0.875,0.875,0.875,-0.06451613,0.875,0.77721775,0.875,0.125,0.8125,0.875,0.875,0.5117302,0.4375,0.875,0.875,0.875,0.875,0.8125,0.875,0.63412565,0.875,0.77721775,0.875,-0.4375,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.3125,0.3125,0.0625,-0.875,0.7239089,-0.375,0.875,0.875,0.29032257,0.5625,0.59596777,0.125,0.125,0.125,0.4375,0.125,0.125,0.125,0.5625,0.4375
cell_388,-0.875,-0.875,-0.875,0.625,-0.5,-0.5,-0.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.5,-0.4799519,-0.875,-0.875,0.625,0.625,0.0625,0.33387098,0.33387098,-0.033333335,0.1,-0.3125,-0.5629032,0.375,-0.4208211,-0.3125,0.0625,-0.7080089,-0.3125,-0.75,0.0625,-0.9375,-0.4375,0.6387755,-0.3125,-0.3125,0.4772296,-1.0,0.375,-0.033333335,-0.3125,0.375,0.6387755,0.875,-0.12903225,0.375,0.875,-0.3125,-0.3125,-0.3125,4.440892e-16,1.0,-0.5625,-0.3125,0.25,-0.17619048,-0.3125,-0.3125,-0.3125,-0.12903225,-0.3125,-0.19032258,-0.3125,0.0625,0.75,-0.3125,-0.3125,0.5564516,0.375,-0.3125,-0.3125,-0.3125,-0.3125,0.75,-0.3125,-0.06451613,-0.3125,-0.19032258,-0.3125,-0.5,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,0.25,0.25,0.0,-0.9375,-0.12903225,0.875,-0.3125,-0.3125,0.22580644,0.5,0.63412565,0.0625,0.0625,0.0625,0.375,0.0625,0.0625,0.0625,0.5,0.375
cell_1989,-0.9375,-0.9375,-0.9375,0.75,-0.375,-0.375,-0.375,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.375,-0.34130093,-0.9375,-0.9375,0.75,0.75,0.1875,0.41935483,0.41935483,0.0883721,0.24848485,-0.1875,-0.32111436,0.5,-0.3212903,-0.1875,0.1875,-0.60901004,-0.1875,-0.75,0.1875,0.8125,-0.25,0.16756757,-0.1875,-0.1875,-0.48511165,-1.0,0.5,-0.66862744,-0.1875,0.5,0.16756757,-0.3125,3.330669e-16,0.5,-0.3125,-0.1875,-0.1875,-0.1875,0.12903225,1.0,-0.5,-0.1875,0.375,-0.06666667,-0.1875,-0.1875,-0.1875,1.110223e-16,-0.1875,-0.032258064,-0.1875,0.1875,-0.6875,-0.1875,-0.1875,-0.32258064,0.5,-0.1875,-0.1875,-0.1875,-0.1875,-0.6875,-0.1875,0.06451613,-0.1875,-0.032258064,-0.1875,-0.375,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,0.375,0.375,0.125,0.8125,3.330669e-16,-0.3125,-0.1875,-0.1875,0.3548387,0.625,-0.2580645,0.1875,0.1875,0.1875,0.5,0.1875,0.1875,0.1875,0.625,0.5
cell_3686,-0.8125,-0.8125,-0.8125,-1.0,0.8125,0.8125,0.8125,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,0.8125,-0.4361055,-0.8125,-0.8125,-1.0,-1.0,0.1875,0.41935483,0.41935483,0.13846155,0.24848485,-0.1875,-0.16129032,0.5,-0.18373072,-0.1875,0.1875,-0.45172414,-0.1875,-0.625,0.1875,-0.875,-0.3125,0.6438596,-0.1875,-0.1875,-0.38709676,-0.9375,0.5,-0.51705426,-0.1875,0.5,0.6438596,0.875,3.330669e-16,0.5,0.875,-0.1875,-0.1875,-0.1875,0.12903225,1.0,-0.375,-0.1875,0.375,5.551115e-17,-0.1875,-0.1875,-0.1875,0.61290324,-0.1875,-0.032258064,-0.1875,0.1875,-0.5625,-0.1875,-0.1875,0.796595,0.5,-0.1875,-0.1875,-0.1875,-0.1875,-0.5625,-0.1875,0.06451613,-0.1875,-0.032258064,-0.1875,0.8125,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,0.375,0.375,0.125,-0.875,3.330669e-16,0.875,-0.1875,-0.1875,0.3548387,0.625,0.7239089,0.1875,0.1875,0.1875,0.5,0.1875,0.1875,0.1875,0.625,0.5
cell_2094,-0.875,-0.875,-0.875,0.5625,-0.5,-0.5,-0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,-0.5,0.057738572,-0.875,-0.875,0.5625,0.5625,0.125,0.32258064,0.32258064,-0.06666667,0.13333334,-0.25,0.9166667,0.375,-0.4208211,-0.25,0.125,0.057029177,-0.25,0.75,0.125,-0.9375,-0.375,0.033333335,-0.25,-0.25,-0.48387095,0.625,0.375,-0.59607846,-0.25,0.375,0.033333335,-0.4375,-0.06451613,0.375,-0.4375,-0.25,-0.25,-0.25,0.06451613,0.8125,-0.625,-0.25,0.25,-0.2,-0.25,-0.25,-0.25,-0.12903225,-0.25,-0.09677419,-0.25,0.125,-0.6875,-0.25,-0.25,-0.41935483,0.375,-0.25,-0.25,-0.25,-0.25,-0.6875,-0.25,0.67652327,-0.25,-0.09677419,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.25,0.25,0.0625,-0.9375,-0.06451613,-0.4375,-0.25,-0.25,0.2580645,0.5,-0.3548387,0.125,0.125,0.125,0.375,0.125,0.125,0.125,0.5,0.375
cell_451,-0.9375,-0.9375,-0.9375,0.8125,0.6875,0.6875,0.6875,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,0.6875,-0.0540906,-0.9375,-0.9375,0.8125,0.8125,0.0625,0.33387098,0.33387098,0.49349594,0.1,-0.3125,-0.5629032,0.375,-0.486676,-0.3125,0.0625,-0.38296762,-0.3125,-0.75,0.0625,0.875,-0.4375,5.551115e-17,-0.3125,-0.3125,0.71048385,-1.0,0.375,0.15897436,-0.3125,0.375,5.551115e-17,-0.5,-0.12903225,0.375,-0.5,-0.3125,-0.3125,-0.3125,4.440892e-16,1.0,0.625,-0.3125,0.25,0.2025641,-0.3125,-0.3125,-0.3125,0.48387095,-0.3125,-0.19032258,-0.3125,0.0625,0.9375,-0.3125,-0.3125,-0.4516129,0.375,-0.3125,-0.3125,-0.3125,-0.3125,0.9375,-0.3125,-0.06451613,-0.3125,-0.19032258,-0.3125,0.6875,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,0.25,0.25,0.0,0.875,-0.12903225,-0.5,-0.3125,-0.3125,0.22580644,0.5,-0.41935483,0.0625,0.0625,0.0625,0.375,0.0625,0.0625,0.0625,0.5,0.375
cell_593,-0.875,-0.875,-0.875,-0.9375,-0.5,-0.5,-0.5,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.5,-0.79310346,-0.875,-0.875,-0.9375,-0.9375,0.125,0.3548387,0.3548387,1.3877788e-16,0.16666667,-0.25,0.84724855,0.4375,-0.33520338,-0.25,0.125,0.050792173,-0.25,-0.6875,0.125,0.75,-0.375,0.06666667,-0.25,-0.25,-0.4516129,0.625,0.4375,-0.55714285,-0.25,0.4375,0.06666667,-0.4375,-0.06451613,0.4375,-0.4375,-0.25,-0.25,-0.25,0.06451613,1.0,-0.5625,-0.25,0.3125,-0.13333334,-0.25,-0.25,-0.25,-0.09677419,-0.25,-0.09677419,-0.25,0.125,-0.625,-0.25,-0.25,0.67652327,0.4375,-0.25,-0.25,-0.25,-0.25,-0.625,-0.25,2.220446e-16,-0.25,-0.09677419,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.3125,0.3125,0.0625,0.75,-0.06451613,-0.4375,-0.25,-0.25,0.29032257,0.5625,-0.3548387,0.125,0.125,0.125,0.4375,0.125,0.125,0.125,0.5625,0.4375
cell_3704,-0.8125,-0.8125,-0.8125,-0.9375,-0.1875,-0.1875,-0.1875,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.1875,-0.727314,-0.8125,-0.8125,-0.9375,-0.9375,0.25,0.4516129,0.4516129,0.2025641,0.40107527,0.0,-0.09677419,0.5,-0.18373072,0.0,0.25,-0.3305847,0.0,-0.5625,0.25,0.875,-0.125,0.5,0.0,0.0,-0.42137095,-0.875,0.5,-0.53809524,0.0,0.5,0.5,0.6875,0.12903225,0.5,0.6875,0.0,0.0,0.0,0.516129,1.0,-0.3125,0.0,0.375,0.033333335,0.0,0.0,0.0,0.09677419,0.0,0.09677419,0.0,0.25,-0.5,0.0,0.0,-0.12903225,0.5,0.0,0.0,0.0,0.0,-0.5,0.0,0.20698924,0.0,0.09677419,0.0,-0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375,0.1875,0.875,0.12903225,0.6875,0.0,0.0,0.38709676,0.625,0.6357527,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.625,0.5
